State,Bedroom,Bathroom,Area,LotArea,Latitude,Longitude,ListedPrice
11,5.0,5.0,3868.0,0.444,43.705563,-116.4202,1599900.0
4,4.0,5.0,3853.0,0.9821,38.75291,-121.173325,1599000.0
9,4.0,5.0,4562.0,63.74,33.776394,-83.55468,1599000.0
32,3.0,2.0,1600.0,0.4599862258953168,41.04182,-72.17442,1595000.0
42,4.0,3.0,2802.0,0.27,40.745174,-111.570244,1595000.0
8,4.0,3.0,2480.0,0.4412075298438935,28.036182,-82.78554,1595000.0
42,4.0,3.0,3132.0,0.36,40.74267,-111.61056,1590000.0
31,5.0,5.0,4832.0,0.49,36.033524,-115.25673,1580000.0
24,4.0,2.0,2308.0,10.0,48.30808,-114.12763,1579000.0
8,4.0,4.0,2412.0,0.078971533516988,30.313955,-86.09856,1575000.0
11,4.0,3.0,3480.0,1.95,43.71874,-116.40289,1575000.0
48,4.0,2.0,1560.0,0.47,43.47152,-110.74546,1550000.0
43,6.0,5.0,5364.0,5.3352,38.794712,-77.385086,1545000.0
9,4.0,5.0,5500.0,0.7843,33.997677,-84.37558,1500000.0
5,4.0,3.0,3851.0,0.8761019283746556,40.099167,-105.14589,1500000.0
20,4.0,6.0,6708.0,0.32,42.713036,-83.79193,1500000.0
6,4.0,3.0,2100.0,1.6069788797061525e-06,41.333694,-71.90699,1500000.0
4,5.0,3.0,2997.0,37.51,38.76856,-120.80611,1500000.0
37,3.0,3.0,2138.0,2.419995408631772,41.321754,-71.84667,1500000.0
7,5.0,5.0,4536.0,3.84,38.696278,-75.141106,1499999.0
29,4.0,3.0,3672.0,0.6900000000000001,40.32053,-74.32467,1499900.0
17,3.0,3.0,2081.0,0.0,42.321148,-71.10664,1499000.0
19,4.0,3.0,3006.0,2.5,43.83756,-70.05687,1499000.0
4,5.0,3.0,2832.0,0.1515999999999999,34.20189,-118.5045,1499000.0
6,4.0,5.0,4060.0,2.06,41.196026,-73.31118,1499000.0
24,6.0,5.0,5000.0,9.066,46.714016,-112.18886,1499000.0
12,5.0,5.0,4100.0,0.0722865013774104,41.952423,-87.69072,1499000.0
