State,Bedroom,Bathroom,Area,LotArea,Latitude,Longitude,ListedPrice
16,5.0,4.0,2960.0,0.1756,30.013798,-90.17832,525000.0
24,3.0,3.0,1672.0,0.12,45.76338,-111.16816,525000.0
37,6.0,2.0,2200.0,0.1100091827364554,41.86827,-71.37672,525000.0
7,3.0,2.0,2070.0,0.2066115702479339,38.673435,-75.19044,524990.0
14,4.0,5.0,4187.0,0.3194214876033058,38.99119,-94.77418,524950.0
0,3.0,3.0,1400.0,1.01,61.38002,-149.53572,524950.0
2,3.0,3.0,2597.0,0.23,36.102768,-94.22663,524900.0
27,5.0,3.0,3080.0,3.0,41.37647,-96.54985,524900.0
30,3.0,3.0,3889.0,1.0,32.27802,-106.72597,524900.0
17,4.0,2.0,2016.0,0.9600091827364554,42.162094,-71.9729,524900.0
46,4.0,3.0,5568.0,1.82,44.602924,-87.69842,524900.0
42,3.0,2.0,1813.0,0.35,37.1761,-113.36379,524900.0
42,3.0,2.0,1820.0,0.12,40.720932,-111.87074,524900.0
6,4.0,3.0,3371.0,3.63,41.82723,-73.01062,524900.0
29,3.0,3.0,1977.0,0.3746097337006427,39.95725,-74.11291,524000.0
48,3.0,3.0,3930.0,2.0,42.772057,-106.359856,524000.0
34,4.0,4.0,3000.0,0.3399999999999999,35.238667,-97.50117,520000.0
24,2.0,1.0,1576.0,1.91,44.76129,-111.17887,520000.0
38,3.0,3.0,2268.0,0.27,32.838005,-80.077675,520000.0
19,5.0,4.0,4748.0,17.0,44.586067,-69.83461,520000.0
34,4.0,3.0,3321.0,0.383,36.016552,-95.865166,520000.0
11,6.0,3.0,3502.0,2.0,42.524693,-113.83484,520000.0
31,5.0,3.0,2757.0,0.27,36.17144,-115.2378,520000.0
25,4.0,4.0,3180.0,0.9,35.674187,-80.54676,520000.0
11,5.0,3.0,2112.0,0.16,43.570995,-116.16368,520000.0
3,3.0,2.0,2085.0,0.1531221303948576,33.58953,-112.4085,519999.0
7,3.0,2.0,2860.0,0.8399908172635445,38.65249,-75.56211,519900.0
26,4.0,3.0,4336.0,2.41,46.26492,-96.68012,519900.0
31,4.0,2.0,1932.0,0.26,39.59804,-119.72497,519900.0
41,4.0,3.0,2564.0,0.143,32.963444,-97.26687,519900.0
12,4.0,3.0,2180.0,0.269742883379247,41.6943,-87.70913,519900.0
45,3.0,2.0,1710.0,0.12,45.772373,-122.530365,519900.0
4,4.0,2.0,1472.0,0.1422,38.557823,-121.36355,519500.0
14,5.0,5.0,3608.0,0.2339072543617998,38.864857,-94.68033,519000.0
35,4.0,3.0,2946.0,20.24,44.001846,-122.98457,519000.0
27,4.0,4.0,3234.0,0.47,40.81786,-96.588615,519000.0
20,4.0,4.0,3639.0,0.3399999999999999,42.435867,-83.45574,519000.0
42,4.0,3.0,2884.0,0.12,40.298862,-112.02016,519000.0
8,3.0,3.0,2308.0,0.3019972451790633,29.547567,-81.26076,519000.0
14,5.0,5.0,4027.0,0.3789485766758494,38.841164,-94.60923,515000.0
7,3.0,3.0,2900.0,0.2,38.73123,-75.28617,515000.0
8,3.0,2.0,1774.0,0.1721763085399449,27.310467,-82.455185,515000.0
31,3.0,3.0,1900.0,0.08,36.016773,-115.31488,515000.0
17,3.0,1.0,1300.0,1.8365472910927457e-06,42.270847,-70.95243,515000.0
3,4.0,2.0,2372.0,0.2129706152433425,33.438293,-112.4337,515000.0
44,4.0,2.0,1765.0,10.2,44.58035,-73.09472,515000.0
25,3.0,2.0,1710.0,0.3,35.231243,-80.85273,515000.0
5,4.0,3.0,3098.0,0.1645316804407713,38.94673,-104.69012,515000.0
4,3.0,2.0,1770.0,0.2387511478420569,34.122356,-117.36596,515000.0
5,4.0,3.0,1988.0,0.1626492194674013,40.42729,-105.06484,514900.0
40,4.0,3.0,2574.0,0.8,35.975643,-84.14229,514900.0
11,3.0,2.0,1540.0,0.2299999999999999,46.715797,-117.01029,514000.0
11,3.0,2.0,1648.0,0.156,43.708134,-116.46645,513995.0
9,3.0,2.0,1909.0,0.18,34.104492,-84.57484,512500.0
3,3.0,2.0,1664.0,0.1699999999999999,32.216904,-111.0376,510000.0
45,4.0,3.0,2480.0,2.0,46.715546,-123.245026,510000.0
42,4.0,2.0,2088.0,0.3299999999999999,40.980938,-111.89565,510000.0
29,3.0,3.0,2576.0,0.1163,40.33152,-74.44225,510000.0
7,3.0,2.0,1656.0,0.2399908172635445,38.46231,-75.16225,510000.0
37,2.0,2.0,1726.0,0.21,41.584152,-71.67491,510000.0
17,3.0,1.0,1196.0,0.2892561983471074,41.99817,-70.72488,509999.0
18,4.0,4.0,1962.0,0.0528007346189164,39.41941,-77.38855,509990.0
18,3.0,4.0,3020.0,0.0679981634527089,38.31637,-75.21273,509990.0
18,4.0,4.0,1962.0,0.0528007346189164,39.41935,-77.38857,509990.0
7,3.0,2.0,1844.0,0.5,38.74253,-75.15497,509900.0
11,4.0,3.0,3368.0,0.227,43.516876,-116.40342,509900.0
24,4.0,2.0,2986.0,0.1607,45.788937,-108.518394,509900.0
19,4.0,2.0,1492.0,0.6,43.394924,-70.54997,509000.0
10,5.0,2.0,2440.0,10.75,41.53009,-91.79526,509000.0
4,4.0,2.0,1543.0,0.1371,38.709164,-121.31058,509000.0
29,3.0,3.0,1481.0,0.1788,40.51504,-74.37906,509000.0
3,5.0,2.5,2687.0,0.1267217630853994,33.568043,-112.4522,509000.0
8,4.0,3.0,2321.0,0.1590909090909091,27.863888,-82.30257,508900.0
5,4.0,3.0,1713.0,0.1239,39.068527,-104.87202,508570.0
5,3.0,3.0,3126.0,0.21,40.223305,-104.83715,505999.0
24,2.0,1.0,1232.0,4.0,47.736343,-114.02659,505000.0
6,2.0,2.0,1033.0,0.31,41.21511,-73.03215,505000.0
5,3.0,3.0,1680.0,0.0964187327823691,40.3382,-105.08112,505000.0
8,3.0,2.0,1380.0,0.0,26.526958,-80.071526,505000.0
7,4.0,3.0,2432.0,0.1767676767676767,39.26953,-75.599785,503500.0
35,5.0,3.0,4200.0,7.54,45.642635,-123.26888,500000.0
38,3.0,2.0,4000.0,4.7,35.02271,-82.596725,500000.0
24,3.0,2.0,1890.0,0.1379999999999999,45.77794,-111.20741,500000.0
41,5.0,3.0,3146.0,0.251,29.67643,-98.43145,500000.0
9,3.0,2.0,1260.0,0.5700000000000001,34.282707,-83.917015,500000.0
41,3.0,2.0,2127.0,0.8399908172635445,28.066498,-97.06587,500000.0
5,3.0,1.0,1988.0,16.3,40.510544,-103.35345,500000.0
37,3.0,2.0,2100.0,0.2754820936639118,41.71064,-71.56329,500000.0
10,5.0,3.0,1950.0,0.31,41.485634,-93.69733,500000.0
7,4.0,3.0,2300.0,0.5699954086317722,39.58238,-75.70319,500000.0
21,4.0,2.0,1903.0,0.3399999999999999,44.923252,-93.351875,500000.0
5,4.0,4.0,2832.0,0.1399908172635445,40.38416,-104.78512,500000.0
14,4.0,5.0,3458.0,0.2064049586776859,38.843678,-94.64484,500000.0
29,7.0,3.0,19998.0,0.06,40.73068,-74.20631,500000.0
9,5.0,5.0,1720.0,1.07,34.136868,-85.01255,500000.0
38,4.0,5.0,2931.0,0.5900000000000001,32.350517,-80.85568,500000.0
9,4.0,3.0,2457.0,0.451,34.040184,-84.49471,500000.0
0,4.0,3.0,2892.0,0.92,61.532238,-149.64969,500000.0
7,4.0,3.0,1288.0,0.2699954086317723,38.54823,-75.12505,500000.0
47,3.0,2.0,3488.0,25.79,39.38441,-78.73523,500000.0
41,4.0,3.0,2600.0,1.0,31.820211,-102.48619,500000.0
40,3.0,3.0,2048.0,14.6,36.584618,-82.472046,500000.0
32,5.0,3.0,2472.0,0.0459136822773186,40.633915,-73.9982,500000.0
7,3.0,3.0,2372.0,1.0,39.528503,-75.67329,499999.0
11,3.0,2.0,1745.0,0.1699999999999999,43.66627,-116.254196,499999.0
3,3.0,2.0,1883.0,0.45,34.425026,-110.58024,499999.0
42,2.0,2.0,1920.0,2.17,41.25625,-111.57795,499999.0
32,3.0,2.0,2922.0,0.0699954086317722,40.91771,-73.81375,499998.0
42,4.0,3.0,2218.0,0.11,37.10971,-113.45559,499990.0
3,3.0,2.0,1288.0,0.2047061524334251,33.339348,-111.85015,499990.0
45,3.0,3.0,1210.0,0.2032,47.306858,-122.36982,499950.0
45,4.0,3.0,2186.0,0.21,47.66168,-117.09313,499950.0
6,4.0,4.0,2414.0,0.2,41.323498,-72.98061,499900.0
42,4.0,3.0,2499.0,0.12,40.422676,-111.75043,499900.0
3,3.0,2.0,1836.0,0.167722681359045,33.598915,-112.43622,499900.0
4,5.0,3.0,1836.0,0.15,37.36064,-118.384476,499900.0
17,3.0,2.0,1200.0,4.7992,42.43296,-72.57238,499900.0
39,3.0,2.0,2932.0,26.07,45.444454,-98.40381,499900.0
35,3.0,2.0,1658.0,0.6600091827364555,42.441483,-123.13908,499900.0
3,2.0,3.0,2264.0,0.27,32.386147,-111.15327,499900.0
15,3.0,4.0,2473.0,1.6,37.06503,-85.84749,499900.0
41,3.0,2.0,2082.0,5.0,30.588543,-97.98385,499900.0
11,3.0,2.0,1481.0,0.2299999999999999,43.61287,-116.312965,499900.0
11,4.0,3.0,2762.0,0.15,43.650684,-116.6281,499900.0
48,4.0,3.0,3176.0,5.02,42.11876,-109.359665,499900.0
35,5.0,2.0,2052.0,0.1800045913682277,45.50895,-122.81209,499900.0
21,4.0,2.0,3232.0,8.8,44.645622,-92.759964,499900.0
46,5.0,2.0,3618.0,0.2299999999999999,44.501354,-88.01761,499900.0
6,4.0,3.0,2127.0,0.58,41.69442,-72.59011,499900.0
45,2.0,2.0,1304.0,0.11,45.594803,-122.51036,499900.0
18,3.0,2.0,1920.0,3.38,38.610226,-76.263016,499900.0
46,4.0,3.0,3418.0,0.3399999999999999,43.11351,-88.33615,499900.0
17,5.0,2.0,3525.0,3.24,42.1959,-72.49899,499900.0
7,3.0,3.0,2274.0,0.7,38.922787,-75.36401,499900.0
3,3.0,2.0,1907.0,0.1910009182736455,33.605396,-112.22048,499900.0
19,3.0,3.0,1728.0,0.4599999999999999,44.036175,-70.113785,499900.0
28,3.0,1.0,912.0,0.0699999999999999,42.912525,-70.81442,499900.0
37,2.0,1.0,850.0,0.3800045913682277,41.818363,-71.40227,499900.0
32,5.0,5.0,2682.0,0.21,42.892696,-77.27628,499900.0
39,4.0,4.0,2918.0,4.68,43.30961,-99.43391,499900.0
28,1.0,1.0,538.0,4.64,43.331352,-71.290634,499900.0
8,4.0,3.0,2222.0,0.1565656565656565,27.931515,-82.263756,499900.0
39,5.0,4.0,3466.0,4.992768595041323,43.890827,-97.50928,499900.0
45,3.0,2.0,1333.0,0.24,47.6162,-122.71052,499900.0
27,4.0,4.0,3415.0,0.22,40.764763,-96.61811,499900.0
34,4.0,5.0,4362.0,12.98,35.9253,-95.366516,499900.0
0,3.0,3.0,2284.0,10.16,61.64933,-149.32019,499900.0
42,3.0,1.0,1644.0,1.09,40.089516,-111.73008,499900.0
18,4.0,2.0,1800.0,0.5311753902662993,38.51635,-76.95126,499900.0
46,4.0,4.0,4109.0,0.36,43.214878,-87.95443,499900.0
39,4.0,3.0,3076.0,0.24,44.07569,-103.23909,499900.0
6,4.0,3.0,2216.0,0.67,41.719524,-72.56383,499900.0
18,4.0,3.0,1944.0,0.2539944903581267,39.11119,-76.8467,499900.0
17,5.0,3.0,2600.0,0.3669191919191919,42.05285,-72.56977,499900.0
44,2.0,3.0,1768.0,0.0699999999999999,44.49825,-73.087975,499900.0
16,6.0,2.0,2300.0,0.1211,29.969177,-90.1043,499900.0
18,4.0,4.0,2393.0,0.3558310376492195,39.3719,-76.35369,499900.0
32,3.0,2.0,2136.0,0.9899908172635444,41.40472,-73.66732,499900.0
28,3.0,2.0,1693.0,1.5,43.707386,-71.42798,499900.0
28,3.0,2.0,1152.0,0.52,44.0933,-71.28689,499900.0
32,3.0,2.0,1904.0,0.8699999999999999,42.94875,-76.387085,499900.0
41,5.0,3.0,3221.0,3.993,29.331188,-98.11219,499777.0
48,3.0,2.0,3024.0,1.22,44.748947,-108.82399,499500.0
30,4.0,3.0,2358.0,0.21,35.14263,-106.535385,499500.0
32,3.0,3.0,1668.0,0.4684113865932047,41.36592,-73.73235,499500.0
22,4.0,4.0,2496.0,0.5100091827364555,38.761322,-90.68868,499500.0
20,4.0,1.0,1321.0,0.2299999999999999,42.0727,-84.13885,499000.0
37,8.0,3.0,2600.0,0.0918273645546372,41.84785,-71.431404,499000.0
5,3.0,2.0,1272.0,0.126078971533517,40.197514,-105.123985,499000.0
7,4.0,2.0,2356.0,0.295821854912764,39.232174,-75.57236,499000.0
6,4.0,3.0,2070.0,0.52,41.569046,-73.08239,499000.0
34,3.0,2.0,2292.0,5.08,35.706623,-97.59737,499000.0
47,3.0,3.0,1995.0,10.816,39.33886,-77.99068,499000.0
48,13.0,11.0,6740.0,0.27,44.350723,-106.69862,499000.0
44,2.0,4.0,2656.0,12.8,44.62647,-72.69175,499000.0
0,3.0,3.0,1928.0,9.07,59.723297,-151.7178,499000.0
24,4.0,3.0,1830.0,19.0,48.340073,-107.89151,499000.0
30,4.0,3.0,3829.0,2.0,34.708206,-106.72473,499000.0
45,4.0,3.0,2283.0,0.3,47.151073,-123.332596,499000.0
46,4.0,2.0,2092.0,0.67,43.078506,-88.13443,499000.0
4,2.0,2.0,994.0,0.0373048668503213,33.215054,-117.327576,499000.0
2,4.0,3.0,2351.0,0.18,36.307236,-94.33517,499000.0
40,4.0,3.0,2501.0,1.05,36.278843,-86.37167,499000.0
44,3.0,2.0,1736.0,4.5,43.241814,-72.79983,499000.0
8,4.0,3.0,2784.0,0.1101928374655647,28.287598,-82.456314,499000.0
3,3.0,2.0,1578.0,0.1227961432506887,33.56486,-112.27933,499000.0
5,3.0,3.0,2082.0,0.1212809917355371,39.78779,-104.81177,499000.0
19,2.0,1.0,1584.0,1.1800000000000002,44.2614,-68.23627,499000.0
37,3.0,2.0,1820.0,0.4600091827364554,41.349415,-71.774925,499000.0
37,3.0,2.0,1984.0,0.229981634527089,41.667633,-71.19076,499000.0
35,2.0,2.0,2814.0,0.3,45.71751,-123.89439,499000.0
9,5.0,5.0,4566.0,1.0,33.608494,-84.86828,499000.0
7,3.0,2.0,1621.0,0.2600091827364554,38.72168,-75.13107,499000.0
23,4.0,4.0,3229.0,0.3399999999999999,30.413563,-88.95633,499000.0
8,3.0,2.0,1431.0,0.2418044077134986,26.672157,-80.13539,499000.0
19,3.0,1.0,1096.0,5.5,44.15401,-69.88176,499000.0
43,3.0,3.0,2956.0,0.734,37.214256,-80.389824,499000.0
4,4.0,2.0,1726.0,0.1800045913682277,38.677147,-121.30514,499000.0
26,4.0,3.0,3496.0,0.3114325068870523,46.921337,-96.77296,499000.0
28,3.0,3.0,1648.0,0.3,43.947582,-71.508224,499000.0
40,5.0,3.0,2501.0,14.24,35.641514,-88.159584,499000.0
48,3.0,1.0,1921.0,0.5700000000000001,44.465023,-109.50509,499000.0
40,3.0,2.0,2168.0,0.52,35.020763,-85.25055,499000.0
0,4.0,2.0,2047.0,0.4599999999999999,61.59136,-149.44786,499000.0
35,2.0,1.0,1381.0,0.0699999999999999,45.48215,-122.64915,499000.0
44,3.0,3.0,3118.0,0.3,44.486374,-73.13176,499000.0
38,5.0,3.0,2550.0,5.16,35.062508,-82.273506,499000.0
19,3.0,4.0,3099.0,15.13,44.070625,-69.399574,499000.0
3,4.0,2.0,1540.0,0.1756887052341597,33.47679,-112.05992,499000.0
19,3.0,2.0,1266.0,0.04,43.67541,-70.29751,499000.0
29,3.0,2.0,2160.0,0.0573921028466483,40.6781,-74.104355,499000.0
48,4.0,2.0,2041.0,2.84,44.79093,-106.96917,499000.0
31,4.0,3.0,2079.0,0.18,36.169197,-115.23823,499000.0
35,2.0,1.0,1334.0,1.82,42.09027,-124.19913,499000.0
45,3.0,2.0,1632.0,0.1699999999999999,48.25374,-121.59943,499000.0
37,8.0,4.0,3329.0,0.1399908172635445,41.872257,-71.37771,499000.0
37,6.0,4.0,2304.0,1.216712580348944e-05,41.778667,-71.3636,499000.0
23,5.0,3.0,2825.0,1.5,34.904816,-89.793915,499000.0
24,2.0,2.0,646.0,2.658,45.328663,-110.81543,498900.0
38,5.0,3.0,3081.0,2.02,35.114407,-82.00426,498900.0
28,1.0,1.0,339.0,0.1100091827364554,43.69897,-71.000305,498500.0
20,4.0,3.0,3855.0,7.06,42.958263,-83.117134,498000.0
3,2.0,2.0,2016.0,0.1699999999999999,32.53015,-110.86592,498000.0
11,3.0,2.0,1248.0,0.16,43.647045,-116.22562,498000.0
16,3.0,3.0,2597.0,6.0,30.276009,-93.50362,498000.0
48,3.0,3.0,2728.0,4.57,44.245472,-105.67083,497000.0
30,3.0,2.0,1261.0,0.76,36.368664,-105.27742,497000.0
5,3.0,3.0,1700.0,0.1703856749311294,39.744484,-104.441345,496900.0
47,5.0,4.0,4092.0,0.62,38.33788,-81.641396,495000.0
1,4.0,5.0,2950.0,3.0,30.642878,-87.67365,495000.0
20,4.0,4.0,4047.0,0.51,42.504063,-83.773834,495000.0
43,4.0,3.0,2906.0,1.44,38.2487,-77.41429,495000.0
19,4.0,3.0,2821.0,0.38,44.92454,-69.9519,495000.0
6,4.0,3.0,2270.0,1.61,41.97337,-72.78406,495000.0
29,3.0,3.0,2012.0,0.8587924701561065,39.867924,-74.846596,495000.0
31,4.0,3.0,2178.0,0.1699999999999999,36.182556,-115.24819,495000.0
29,6.0,3.0,2190.0,0.26,40.57305,-74.63042,495000.0
41,4.0,3.0,2165.0,0.1998,30.462536,-97.56879,495000.0
22,4.0,3.0,2256.0,0.98,36.478897,-92.80778,495000.0
31,3.0,2.0,1262.0,0.2299999999999999,39.628525,-119.67917,495000.0
35,4.0,3.0,1947.0,0.09,45.52852,-122.39625,495000.0
17,3.0,2.0,2047.0,0.4589990817263544,42.033573,-71.56913,495000.0
16,5.0,4.0,3538.0,0.415,30.366596,-91.097374,495000.0
41,4.0,3.0,3060.0,0.2,32.592587,-97.11274,495000.0
24,5.0,3.0,3360.0,0.2337999999999999,45.80482,-108.4919,495000.0
2,4.0,3.0,3162.0,0.86,35.234898,-91.77462,495000.0
29,3.0,2.0,1712.0,0.1135904499540863,40.425125,-74.2158,495000.0
35,3.0,4.0,2472.0,0.54,45.51035,-122.94303,495000.0
40,4.0,3.0,2348.0,0.22,35.87674,-84.13009,495000.0
8,4.0,3.0,2619.0,0.13,28.293736,-80.71663,495000.0
43,5.0,3.0,3238.0,0.5329430670339761,38.235355,-77.469246,495000.0
48,2.0,2.0,2197.0,4.03,42.821148,-108.67197,495000.0
38,4.0,3.0,2600.0,0.27,32.30125,-80.642044,495000.0
48,3.0,2.0,1402.0,7.345,43.614433,-108.2439,495000.0
42,4.0,4.0,1880.0,0.06,40.53849,-112.00297,495000.0
36,5.0,4.0,4089.0,0.4199954086317722,40.273163,-76.57402,495000.0
24,4.0,3.0,1980.0,0.087,46.914772,-114.05566,495000.0
11,4.0,3.0,3102.0,1.03,43.453896,-112.02756,495000.0
29,6.0,3.0,2346.0,0.6910009182736455,40.229866,-74.53136,495000.0
33,4.0,3.0,2496.0,0.3,39.156944,-84.39572,495000.0
17,4.0,2.0,1778.0,0.0234159779614325,42.843502,-70.980125,495000.0
0,3.0,2.0,2358.0,0.32,61.136963,-149.78418,495000.0
48,3.0,2.0,2950.0,7.31,44.591328,-108.96196,495000.0
35,3.0,2.0,1376.0,0.16,45.527287,-123.13787,494500.0
0,4.0,3.0,2036.0,0.97,61.42044,-149.44904,494000.0
13,3.0,3.0,3746.0,0.55,39.86362,-86.16022,492500.0
15,4.0,4.0,3267.0,0.2299999999999999,38.296093,-85.49629,491900.0
11,2.0,1.0,1280.0,1.73,44.47231,-115.969826,490000.0
31,3.0,3.0,1900.0,0.06,39.4581,-119.78844,490000.0
0,5.0,3.0,2961.0,0.2799999999999999,61.119095,-149.83493,490000.0
18,4.0,3.0,1781.0,0.3797979797979798,39.11036,-76.47798,490000.0
7,3.0,2.0,1740.0,0.25,38.808926,-75.25817,490000.0
25,3.0,1.0,1251.0,0.22,35.57506,-82.58395,490000.0
31,4.0,3.0,2125.0,0.11,36.244858,-115.24901,490000.0
0,4.0,3.0,2404.0,0.92,61.601414,-149.50266,490000.0
18,4.0,3.0,2552.0,0.2571166207529844,38.78445,-76.96934,489999.0
13,5.0,3.0,3150.0,1.0,41.30275,-87.35931,489900.0
43,3.0,2.0,1500.0,1.0937,36.905357,-76.16136,489900.0
5,3.0,2.0,1517.0,0.3076216712580349,40.43017,-105.08522,489900.0
38,3.0,3.0,2094.0,0.3399999999999999,32.491283,-80.64268,489900.0
28,2.0,1.0,1012.0,2.52,42.82318,-71.23641,489900.0
11,3.0,3.0,2730.0,1.3,43.57175,-116.29455,489900.0
43,5.0,4.0,3638.0,0.1927915518824609,39.1748,-78.17633,489900.0
11,3.0,3.0,2210.0,0.2,43.660004,-116.24573,489900.0
15,4.0,3.0,2904.0,0.1848025711662075,37.844734,-84.552986,489900.0
34,4.0,4.0,2187.0,4.84,35.66497,-97.415,489900.0
24,5.0,3.0,3547.0,0.3193,45.71784,-108.50225,489900.0
2,5.0,3.0,2600.0,1.0,35.79254,-90.7593,489900.0
31,5.0,3.0,2694.0,0.13,36.30506,-115.27469,489900.0
8,3.0,2.0,1955.0,0.2848484848484848,28.044008,-82.37174,489500.0
19,3.0,2.0,1404.0,0.51,43.780293,-70.01376,489000.0
9,3.0,3.0,2482.0,2.02,33.52975,-83.88256,489000.0
40,4.0,3.0,1823.0,0.1699999999999999,35.762867,-86.912796,489000.0
17,4.0,2.0,1661.0,0.6624426078971534,42.348988,-71.582245,489000.0
6,3.0,3.0,1680.0,0.22,41.83931,-72.654625,489000.0
32,3.0,3.0,1745.0,0.8910927456382002,41.305416,-73.85967,489000.0
0,4.0,2.0,2520.0,0.2,61.211727,-149.76935,489000.0
32,3.0,2.0,1408.0,0.0323232323232323,40.57713,-74.15987,489000.0
14,5.0,4.0,3555.0,0.2343204775022956,38.9969,-94.82996,489000.0
37,3.0,3.0,1712.0,0.4600091827364554,41.803074,-71.4924,489000.0
11,6.0,3.0,3418.0,0.51,43.380524,-112.11147,489000.0
27,3.0,3.0,1510.0,5.0,40.54034,-96.52015,489000.0
29,4.0,3.0,2345.0,0.3,39.749565,-74.22065,488900.0
5,3.0,3.0,3035.0,0.1711662075298439,38.846058,-104.69236,488850.0
46,3.0,2.0,1868.0,0.15,43.110096,-87.907875,488000.0
7,3.0,2.0,2488.0,0.22,38.75088,-75.243256,487990.0
18,3.0,3.0,3069.0,3.33,38.51495,-76.72862,485000.0
5,3.0,2.0,2448.0,0.1730486685032139,40.3397,-104.95023,485000.0
45,4.0,2.0,2050.0,0.1263,47.30659,-122.21908,485000.0
3,5.0,2.0,2129.0,0.1837006427915518,33.659603,-112.10166,485000.0
45,2.0,1.0,1453.0,0.26,47.9349,-122.22194,485000.0
45,3.0,2.0,1714.0,0.1399999999999999,45.78897,-122.56079,485000.0
3,3.0,2.0,1399.0,0.1106060606060606,33.328182,-111.95805,485000.0
13,3.0,2.0,2553.0,0.25,39.864365,-86.15524,485000.0
37,3.0,3.0,1694.0,0.1100091827364554,41.871006,-71.41184,485000.0
42,3.0,2.0,1831.0,0.2,37.10927,-113.53754,485000.0
8,4.0,3.0,2058.0,0.1621441689623508,27.769232,-82.37381,485000.0
41,3.0,4.0,2536.0,0.31,29.502426,-98.56523,485000.0
8,3.0,2.0,1886.0,0.1530073461891643,27.262733,-80.45273,485000.0
10,5.0,3.0,1657.0,0.218,41.743294,-93.665764,485000.0
11,5.0,3.0,3096.0,1.45,43.831566,-111.76169,485000.0
32,3.0,2.0,1206.0,0.1744719926538108,40.70852,-73.58141,485000.0
3,3.0,2.0,1482.0,0.1612947658402203,33.30071,-111.826454,485000.0
10,5.0,6.0,4588.0,1.3,41.272686,-95.82677,485000.0
4,3.0,3.0,2044.0,0.24,36.074387,-119.071236,485000.0
31,3.0,2.0,1364.0,0.1399999999999999,36.039536,-115.11274,485000.0
10,4.0,3.0,2600.0,0.238,41.5848,-93.68888,485000.0
8,4.0,3.0,2431.0,0.2149908172635445,28.177622,-81.433655,485000.0
28,3.0,2.0,1408.0,0.4300045913682277,44.09229,-71.20871,485000.0
15,4.0,4.0,3352.0,0.29,38.28263,-85.618996,485000.0
18,4.0,3.0,1958.0,1.48,39.46665,-77.46421,485000.0
33,4.0,3.0,2782.0,0.29,40.017593,-83.05153,485000.0
41,4.0,3.0,2801.0,0.199,32.486816,-96.937035,484990.0
5,3.0,2.0,1475.0,0.19,39.648407,-104.80598,484973.0
40,3.0,2.0,2309.0,1.04,35.48814,-86.35439,484900.0
14,5.0,4.5,6074.0,0.31,38.092804,-97.93163,484900.0
44,4.0,4.0,2977.0,2.45,44.63614,-72.90789,484900.0
29,4.0,3.0,2838.0,0.2214416896235078,39.836407,-75.11507,484848.0
13,4.0,3.0,2677.0,0.22,37.994015,-87.35084,484800.0
42,3.0,2.0,1641.0,0.2,37.11457,-113.61798,484000.0
11,3.0,2.0,2044.0,0.26,42.57427,-114.42809,483406.0
14,4.0,4.0,2732.0,0.2935032139577594,38.993893,-94.744316,482000.0
41,5.0,3.0,2345.0,0.164,32.71924,-96.825485,481900.0
8,5.0,3.0,3016.0,0.1616391184573002,27.806438,-82.2226,480240.0
46,4.0,3.0,2460.0,0.5900000000000001,43.225334,-88.15919,480000.0
38,4.0,3.0,2354.0,0.29,32.94359,-80.154755,480000.0
45,4.0,3.0,2178.0,0.24,46.28787,-119.336266,480000.0
25,3.0,2.0,1725.0,0.8,35.702164,-80.988335,480000.0
30,3.0,2.0,2126.0,1.25,34.687828,-106.78787,480000.0
42,4.0,3.0,2193.0,0.18,40.10307,-111.674614,480000.0
3,5.0,3.0,2423.0,0.1136593204775023,33.42677,-112.27789,480000.0
31,2.0,2.0,1542.0,0.15,36.044754,-115.067535,480000.0
8,3.0,2.0,1648.0,0.3,30.131529,-81.49425,480000.0
31,4.0,3.0,2480.0,0.11,36.262478,-115.197716,480000.0
37,3.0,2.0,1581.0,0.1000459136822773,41.366875,-71.82181,479900.0
18,3.0,3.0,2611.0,0.3,39.23123,-77.246025,479900.0
30,4.0,3.0,2453.0,1.05,32.265213,-106.70897,479900.0
18,3.0,2.0,2358.0,0.7549816345270891,38.57216,-76.99142,479900.0
46,5.0,3.0,3132.0,1.39,45.300232,-92.361855,479900.0
9,3.0,2.0,1542.0,0.0969999999999999,32.04461,-81.086784,479900.0
39,3.0,2.0,1450.0,0.19,44.216545,-103.36121,479900.0
29,5.0,3.0,2831.0,0.2376033057851239,39.76498,-75.06282,479900.0
35,3.0,2.0,1307.0,0.19,45.530823,-123.11946,479900.0
27,5.0,3.0,2765.0,0.5171487603305785,40.715874,-99.12027,479900.0
10,5.0,3.0,2787.0,0.2299999999999999,41.740154,-91.57695,479900.0
3,3.0,2.0,1780.0,0.1660238751147842,33.21396,-111.57169,479900.0
13,3.0,4.0,3013.0,2.91,39.034374,-86.49963,479900.0
3,3.0,2.0,1683.0,0.1426767676767676,33.25183,-111.58634,479500.0
28,4.0,2.0,2522.0,3.01,42.81661,-71.86219,479500.0
2,4.0,4.0,4304.0,4.1,33.46703,-94.019936,479000.0
35,4.0,4.0,1863.0,0.3,45.1517,-122.583954,479000.0
19,2.0,1.0,527.0,0.08,43.697315,-70.102425,479000.0
15,4.0,3.0,2829.0,0.41,36.980755,-86.42174,479000.0
17,3.0,2.0,1428.0,0.1721763085399449,42.690666,-71.36636,479000.0
30,2.0,2.0,1825.0,0.5599999999999999,35.587765,-105.67907,478000.0
48,3.0,3.0,2146.0,7.33,41.219093,-105.153854,477750.0
28,3.0,2.0,1138.0,0.97,43.028248,-71.477234,475000.0
